School name,Region,District,Adress,Number students,Number teachers,Student teacher ratio,2010 - Type,2010 Cost,2011 Type,2011 Cost,2012 Type,2012 Cost,2013 Type,2013 Cost,2014 Type,2014 Cost
სსიპ - ქალაქ ლანჩხუთის №3 საჯარო სკოლა,გურია,ლანჩხუთი,"ლანჩხუთი, მუსხელიშვილის 10",247,41,6.02,,,რეაბილიტაციის დასრულება,"[""სახელშეკრულებო თანხა"", "" 146,957.70 ""]",რეაბილიტაცია (გზისპირა),"["" თანხა "", ""59,202.26""]",,,,
ა(ა)იპ საქართველოს საპატრიარქოს წმიდა გაბრიელ ეპისკოპოსის სახელობის სამრევლო სკოლა,გურია,ოზურგეთი,"ოზურგეთი, მერაბ კოსტავას ქ. 90",210,26,8.08,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
ა(ა)იპ საქართველოს საპატრიარქოს წმიდა ნინოს სახელობის სამრევლო სკოლა,გურია,ოზურგეთი,"ოზურგეთი, გურამიშვილის 4",400,37,10.81,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - აკაკი სურგულაძის სახელობის ოზურგეთის მუნიციპალიტეტის სოფელ შემოქმედის საჯარო სკოლა,გურია,ოზურგეთი,სოფ.შემოქმედი,188,27,6.96,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,920.29 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,920.29 ""]"
სსიპ - გია გოგუაძის სახელობის ოზურგეთის მუნიციპალიტეტის სოფელ ბოხვაურის საჯარო სკოლა,გურია,ოზურგეთი,სოფ. ბოხვაური,113,25,4.52,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 16,230.57        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 16,230.57        ""]"
სსიპ - ოზურგეთის მუნიციპალიტეტის დაბა ლაითურის საჯარო სკოლა,გურია,ოზურგეთი,დაბა ლაითური,441,52,8.48,რეაბილიტაცია (დას),"[""სახელშეკრულებო თანხა"", "" 55,448.10 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ოზურგეთის მუნიციპალიტეტის დაბა ნარუჯის საჯარო სკოლა,გურია,ოზურგეთი,დაბა ნარუჯი,380,37,10.27,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ოზურგეთის მუნიციპალიტეტის დაბა ნასაკირალის საჯარო სკოლა,გურია,ოზურგეთი,სოფ. ნასაკირალი,431,41,10.51,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 37,422.78 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 37,422.78 ""]"
სსიპ - ოზურგეთის მუნიციპალიტეტის დაბა ურეკის საჯარო სკოლა,გურია,ოზურგეთი,დაბა ურეკი,330,35,9.43,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ოზურგეთის მუნიციპალიტეტის სოფელ ასკანის საჯარო სკოლა,გურია,ოზურგეთი,სოფ. ასკანა,119,28,4.25,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ოზურგეთის მუნიციპალიტეტის სოფელ ბაილეთის საჯარო სკოლა,გურია,ოზურგეთი,სოფ. ბაილეთი,66,20,3.3,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 9,933.70        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 9,933.70        ""]"
სსიპ - ოზურგეთის მუნიციპალიტეტის სოფელ ბახვის საჯარო სკოლა,გურია,ოზურგეთი,სოფ. ბახვი,134,23,5.83,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 5,000.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""95211.75""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""95211.75""]"
